web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1578845516-1101,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,VeiledAxiom,Returned,"Reviewed in the United States on June 23, 2019","Didn't like the plastic  body. Looks cheap and feels cheap in my hand. Get the honor or nova made way better I don't like the charger. I like that the phone is fast, picture quality is outstanding for a budget phone, and it wakes when picked up.",2,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578845535-1187,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,David L. Sam,Great phone for its price,"Reviewed in the United States on November 22, 2019","I think this is a great reliable phone, and an excellent one, considering the price. If you need a phone for simple browsing, chatting and calls, this is a great one",5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1578845550-1232,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Benito Gonzalez-Sanchez,Calidad,"Reviewed in the United States on December 10, 2019",El mejor que e tenido la cámara para selfie una maravilla,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1578845514-1093,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mahoney Law Office,"Decent phone, maybe more than decent","Reviewed in the United States on August 16, 2019","I was one of the last holdouts with a windows phone, and knew I had to buy something to replace it.  I had android years ago, so I thought I would just go back to it, plus apple doesn't make products in this price range really.  My biggest fear was trying to transfer data, and it did prove to be trying and not completely successful.  Got photos, music (had to buy a converter from wma to aac format) and my ringtone ok.  Only got sms texts transferred using an app, but lost my mms and contacts.  Oh well, I just made do.  I am a very light smart phone user so..... not a big deal.

This phone itself, I really like.  Ultimately popped in the sim card from windows phone and this one took off.  Screen is great for me, I got my apps loaded and I am very satisfied with this phone.  Photos are certainly good enough.  I cannot seem to figure out how to get a shadow screen to open up when I take it out of my pocket, I always have to push the button.  Probably a security thing.  I don't use the fingerprint scanner, opted out of that so I cannot comment on it.  Like that it has a headphone jack, and I added a 128 sd card.

I am a light user of this phone.  I am not on it constantly.  Probably twenty texts a day, the occasional phone call, some news reading, etc.  So far the battery has lasted days for me.  At least 3, and I was still at 40%.  I turn off location, bluetooth and notifications since I don't use them daily and I am sure that helps with the battery.

This phone is faster than my nokia windows phone (950) which was one of their better phones at the time.  For under $300 I think this is a fantastic phone.  My understanding is that this phone will be supported into the future, even if Huawei is banned from Google support, as a kind of grandfathering for products already in consumer hands.  It is a pretty phone (peacock blue) and feels solid to me.  I wouldn't hesitate to buy another.
UPDATE 8/27/2019  As this is an international version, the android stuff is not as up to snuff as getting a US Version phone from ATT.  One thing that I noticed after some use which bugged me, is that the resolution of the attached photos I would send in the messaging app was very poor.  Blurry and no detail, it really toned down the resolution.  The answer was to change messaging apps from the stock android to something else.  I tried TEXTRA, and voila, the photo resolution improved immensely.  Problem solved.",4,,
1578845519-1117,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ryan Magnano,Phone does not work in the United States!,"Reviewed in the United States on July 12, 2019",I bought this phone and it does not work nearly anywhere in the states.  Do not buy if you live in US.  I've had other Huawei and honor phones that worked fine but this one doesn't work nearly at all.,1,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578845531-1161,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Yabo,Good,"Reviewed in the United States on June 22, 2019",Great phone,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1578845514-1094,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tabitha Charles,Overall nice phone for the price good picture quality,"Reviewed in the United States on June 20, 2019",I really like this phone. The features on this phone are pretty cool. I love the phone clone app that allowed me to download my call logs and text messages from my old phone. Also I have AT&T service and I did not need to call AT&T to activate my phone I just put in the SIM card and the phone worked. I like the features of the scrolling screenshot and the time limit that you can set on screen time. the camera on this phone is much better then the camera on my LG Stylo 4 I had previously. However the camera is not as good as my husband's LG G5. Setting up the fingerprint scanner was easy and fast and I like that it allows me fast access to the phone. Overall I am giving this phone 5 stars. also as a side note the case and screen protector that is included with the phone and the headphones are not the greatest quality but they are good enough to get you started and hold you over until your case arrives. I ordered a love mei case to go with this phone and it is an excellent fit.,5,,
1578845523-1133,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wei Z.,Works great..,"Reviewed in the United States on July 17, 2019",abs value and worth the money... some feature has treat off for performance and resolution...,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1578845535-1182,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Schopenhawer D'Art,My only concern now is the fact that Google won't be able to work on it.,"Reviewed in the United States on June 8, 2019",It's a great phone,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1578845516-1108,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SensingHand,Everything works great!,"Reviewed in the United States on November 15, 2019","Support dual sim cards, long battery life, excellent camera(s), bright screen, a good speaker that can fill a room with sound and everything from an android system. What else do you expect?",5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578845519-1118,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alli,Just buy a camera if you want a good one because phone sucks,"Reviewed in the United States on December 21, 2019",Phone is great if you don't need to connect to 4G Internet.... Or any I ternet for that matter.  Can't message or receive messages while away from home or not actually signed into someone's network.  Useless really.  Keyboard is made for hobbit fingers.,3,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578845540-1192,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,John Ye,"Wonderful quality, thank you huawei","Reviewed in the United States on August 13, 2019","It’s so much better than iPhone, ease of use. Unbeatable price with exceptional quality",5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578845542-1210,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jeannette,La camara,"Reviewed in the United States on September 7, 2019",Excellent,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1578845533-1172,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ronny,Great phone,"Reviewed in the United States on December 7, 2019","Great phone for the price, works flawless, fast, long battery life and looks stunning.",5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1578845521-1128,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,lance ingle,Meh,"Reviewed in the United States on December 7, 2019","Got this phone because I had heard the camera was amazing, after using it for a month or 2 I can definitively say that the camera is not that great.",3,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578845535-1185,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Roy Remi,Works better than my galaxy 8,"Reviewed in the United States on September 28, 2019",Works better than my galaxy 8,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1578845542-1208,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ed Z.,Great pictures,"Reviewed in the United States on July 11, 2019",Great screen,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1578845526-1144,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,RJS,Easily the best bang for your buck,"Reviewed in the United States on August 1, 2019",Solid performance. Battery life is average. Great camera. Incredible price. Present for my wife who loves it!,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1578845519-1114,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Siguang LI,AT&T works perfectly,"Reviewed in the United States on September 26, 2019",Just switched from iPhone to Huawei. Everything sounds good with AT&T. Will update later.,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578845555-1251,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paul Prado,Experience with Huawei P30 Lite,"Reviewed in the United States on November 19, 2019","I used cellphones as Samsung Galaxy or Iphone, but after many friends told me about the good things of the Huawei I decided to change my cellphone.
In conclusion, is a piece of Junk",2,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1578845540-1194,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Frank Lee,Fair,"Reviewed in the United States on October 5, 2019",Best phone for this price,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578845545-1217,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,José Serna,Buen teléfono a buen precio,"Reviewed in the United States on December 21, 2019","Teléfono de buena cálida, pero la batería no dura mucho",4,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1578845540-1198,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paola palacios,Great phone,"Reviewed in the United States on December 19, 2019",My fiance bought this since he has the older version of it. He likes it a lot.,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578845521-1122,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,miniceleste,Highly recommend?,"Reviewed in the United States on October 11, 2019",The color is so pretty. Got this for my mom because her old phone‘s battery was dead. This smart is pretty cool and worth the money :) the price is cheap but the quality is really good?highly recommend.,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578845526-1147,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sergio Valdez,Actually function is good,"Reviewed in the United States on January 3, 2020",Good cellphone of media,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1578845552-1241,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Renzo,Allá ok,"Reviewed in the United States on November 30, 2019",Excellent phone,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1578845514-1099,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Martha S,Good phone but not for US market((,"Reviewed in the United States on November 9, 2019","I bought two phones to compare one was p30 lite another one pixel 3xl . Pixel cost around 400$ and p30 lite 260-290$. In my opinion pixel won( camera resolution, screen, google storage, google services).

FYI
Network test T-mobile.
The biggest disappointment was that p30 lite 4G LTE test was 2-3x less that pixel 3 xl. p30 lite-on the T-mobile network gets 4-8mbps and pixel 3xl around 20-25mbps.

P30 lite not bad phone if you compare phones under 300$.",3,,
1578845540-1199,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,dong xu Lin,Huawei P30 light,"Reviewed in the United States on January 10, 2020","The best phone I ever had,",5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578845528-1152,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lioubov I Brueggemann,Super fast phone for the price,"Reviewed in the United States on July 16, 2019",I love this phone. I purchased it a month ago. So far I am really happy with it. The phone is very fast and user friendly with long lasting battery and nice quality camera. I can't say anything negative about it.,5,Next page?,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/product-reviews/B07Q2WYT47/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
